id	gene_short_name
LOC105339094	uncharacterized protein C7orf57
LOC105320711	low-density lipoprotein receptor-related protein 1
Trnap-cgg_4	NA
LOC105321752	uncharacterized LOC105321752
LOC105321753	uncharacterized LOC105321753
LOC105325691	NEDD8 ultimate buster 1
LOC117681319	uncharacterized LOC117681319_ncRNA
LOC105330609	kelch-like protein 3
LOC105333567	CTD small phosphatase-like protein
LOC105339039	small ubiquitin-related modifier 2
LOC105333568	MBT domain-containing protein 1
LOC105333570	WW domain-binding protein 4
LOC105333571	P protein
LOC105333572	transcription factor IIIA
LOC105333583	transient-receptor-potential-like protein
LOC105333585	uncharacterized LOC105333585
LOC105333573	uncharacterized LOC105333573
LOC105333574	temptin
LOC105329819	cubilin
LOC105329793	uncharacterized LOC105329793
LOC105329782	uncharacterized LOC105329782
LOC105329772	multidrug resistance-associated protein 5
LOC105329766	tripartite motif-containing protein 2
LOC105341074	uncharacterized LOC105341074
LOC105341075	uncharacterized LOC105341075
LOC105337756	uncharacterized LOC105337756
LOC105337755	protein Shroom3
LOC105337754	lipoyl synthase, mitochondrial
LOC105337753	uncharacterized LOC105337753
LOC109619941	uncharacterized LOC109619941_ncRNA
LOC105337752	acid-sensing ion channel 3
LOC105327962	acid-sensing ion channel 3
LOC105327963	rho GTPase-activating protein 26
LOC117681320	zinc finger protein 330 homolog
LOC105327964	E3 ubiquitin-protein ligase RNF14
LOC105327965	protein unc-50 homolog
LOC117681321	RYamide receptor-like
LOC105327966	germ cell-less protein-like 1
LOC105327976	uncharacterized LOC105327976
LOC105327967	protein mono-ADP-ribosyltransferase PARP15
LOC105327968	uncharacterized LOC105327968
LOC105327207	uncharacterized LOC105327207
LOC105327205	heat shock 70 kDa protein 12A-like
LOC105325457	uncharacterized LOC105325457_ncRNA
LOC105333938	uncharacterized LOC105333938_ncRNA
LOC117681333	uncharacterized LOC117681333_ncRNA
LOC105326615	uncharacterized LOC105326615
LOC105328641	uncharacterized LOC105328641_ncRNA
LOC117681332	uncharacterized LOC117681332_ncRNA
LOC117681323	uncharacterized LOC117681323
LOC105340250	heat shock 70 kDa protein 12A
LOC117681328	uncharacterized LOC117681328
LOC105344505	calnexin-like
LOC117681322	pneumococcal serine-rich repeat protein-like
LOC117681329	uncharacterized LOC117681329_ncRNA
LOC117681331	uncharacterized LOC117681331_ncRNA
LOC117681324	uncharacterized LOC117681324
LOC117681330	uncharacterized LOC117681330_ncRNA
LOC117681327	heat shock 70 kDa protein 12A-like
LOC117681325	uncharacterized LOC117681325
LOC105325801	uncharacterized LOC105325801_ncRNA
LOC117681326	uncharacterized LOC117681326
LOC105327972	uncharacterized LOC105327972
LOC105327974	heat shock 70 kDa protein 12A
LOC105344504	uncharacterized LOC105344504
LOC117680290	calnexin-like
LOC105333360	pneumococcal serine-rich repeat protein
LOC105333343	uncharacterized LOC105333343
LOC105333330	protein inturned
LOC105324873	arachidonate 5-lipoxygenase
LOC105324875	calcyclin-binding protein
LOC105324876	phosphatidylserine lipase ABHD16A
LOC105324877	uncharacterized LOC105324877
LOC105324878	box C/D snoRNA protein 1
LOC105324879	proteasome subunit beta type-7
LOC105324880	protein FAM78B
LOC105324881	phospholipid phosphatase 6-like
LOC105324882	serine/threonine-protein kinase Nek7
LOC105324883	nuclear pore complex protein Nup214
LOC117681231	uncharacterized LOC117681231
LOC117681334	uncharacterized LOC117681334
LOC105324884	transcription initiation factor IIB
LOC105324886	endonuclease G, mitochondrial
LOC105324889	uncharacterized LOC105324889
LOC117681335	uncharacterized LOC117681335_ncRNA
LOC105324888	cyclic nucleotide-gated cation channel alpha-3
LOC105324887	motile sperm domain-containing protein 2
LOC105324890	uncharacterized LOC105324890
LOC105324891	uncharacterized LOC105324891
LOC105343429	peroxiredoxin-6
LOC105343428	leucine-rich repeat-containing protein 74B
LOC105343431	medium-chain acyl-CoA ligase ACSF2, mitochondrial
LOC105343427	medium-chain acyl-CoA ligase ACSF2, mitochondrial
LOC117681336	uncharacterized LOC117681336
LOC105340728	uncharacterized LOC105340728
LOC105343425	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha
Trnar-acg_15	NA
LOC105343430	protein PRRC2B
LOC117681337	basic salivary proline-rich protein 3-like
LOC105343423	protein FAM102A
LOC105343424	uncharacterized LOC105343424
LOC105343422	uncharacterized LOC105343422
LOC105343421	large proline-rich protein BAG6
LOC105343420	endothelial differentiation-related factor 1 homolog
LOC117681338	uncharacterized LOC117681338_ncRNA
LOC105343419	proteasome subunit beta type-1
LOC105343417	uncharacterized LOC105343417
LOC105343416	U4/U6 small nuclear ribonucleoprotein Prp4
LOC109620608	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02
LOC105330850	U6 snRNA-associated Sm-like protein LSm2
LOC105330851	ubiquinone biosynthesis protein COQ4 homolog, mitochondrial
LOC105330852	glutathione hydrolase 1 proenzyme
LOC105330854	DNA-directed RNA polymerases I, II, and III subunit RPABC3
LOC105330856	protein MIS12 homolog
LOC105330857	uncharacterized LOC105330857
LOC105330858	uncharacterized LOC105330858
LOC105319687	uncharacterized LOC105319687
LOC117681340	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial-like
LOC117681339	uncharacterized LOC117681339
LOC105319696	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2
LOC105319507	uncharacterized LOC105319507
LOC105319534	uncharacterized LOC105319534
Trnat-ggu_14	NA
LOC117681341	uncharacterized LOC117681341
LOC117681342	uncharacterized LOC117681342
LOC117681343	uncharacterized LOC117681343
LOC117681344	uncharacterized LOC117681344
LOC105319543	uncharacterized LOC105319543
LOC105319704	uncharacterized LOC105319704
LOC117681345	uncharacterized LOC117681345
LOC105319567	uncharacterized LOC105319567
LOC105340809	uncharacterized LOC105340809
LOC105340808	uncharacterized LOC105340808
LOC105319600	uncharacterized LOC105319600
LOC105319585	thrombospondin-type laminin G domain and EAR repeat-containing protein
LOC105319624	uncharacterized LOC105319624
LOC117681346	protein PIF-like
LOC105319670	protein PIF
LOC105320898	low-density lipoprotein receptor-related protein 2-like
LOC109618304	uncharacterized LOC109618304
LOC117681232	low-density lipoprotein receptor-related protein 2-like
LOC105320897	FK506-binding protein 2
LOC117681233	peptidyl-prolyl cis-trans isomerase FKBP10-like
LOC105345382	uncharacterized LOC105345382
LOC105345393	peptidyl-prolyl cis-trans isomerase FKBP14
LOC105343563	FK506-binding protein 2
LOC105343564	FK506-binding protein 2
LOC105343565	calpain-5
LOC105343567	DNA topoisomerase 2-alpha
LOC105343566	ubiquitin-conjugating enzyme E2 G2
LOC105343569	mitogen-activated protein kinase kinase kinase 13-A
LOC105343570	uncharacterized protein SCO4629
LOC117681234	uncharacterized LOC117681234
LOC117681347	phosphonoacetaldehyde hydrolase-like
LOC105325291	nuclear pore glycoprotein p62
LOC109620633	28S ribosomal protein S21, mitochondrial-like
LOC105343576	acetylcholine receptor subunit beta-like
LOC105343572	chitin synthase chs-2
LOC109620632	chitin synthase chs-2
LOC105343573	chitin synthase chs-2
LOC105343574	dnaJ homolog subfamily C member 10
LOC105347498	uncharacterized LOC105347498
LOC105347521	uncharacterized LOC105347521
LOC105343578	dynactin subunit 5
LOC105337420	putative neutral sphingomyelinase
LOC105343990	potassium voltage-gated channel subfamily H member 8
LOC105343992	chitin synthase chs-2
LOC105343993	nicotinamidase
LOC105343994	retinol dehydrogenase 7
LOC105343997	long-chain-fatty-acid--CoA ligase heimdall
LOC105343995	uncharacterized LOC105343995
LOC105343998	tripartite motif-containing protein 2
LOC105344000	protein CutA homolog
LOC105343999	uncharacterized LOC105343999
LOC105344001	uncharacterized LOC105344001
LOC105344002	tetratricopeptide repeat protein 16
LOC105321047	protein crumbs
LOC105321074	LIM/homeobox protein Awh
LOC105321084	NADPH-dependent diflavin oxidoreductase 1
LOC105321093	uncharacterized LOC105321093_ncRNA
LOC105321102	paired box protein Pax-6
LOC105321200	low-density lipoprotein receptor-related protein 2
LOC105321118	uncharacterized LOC105321118
LOC105321109	uncharacterized LOC105321109
LOC105329650	queuine tRNA-ribosyltransferase catalytic subunit 1
LOC105329649	dolichyldiphosphatase 1
LOC105329648	insoluble matrix shell protein 5
LOC105329647	ELAV-like protein 2
LOC105329644	ELAV-like protein 3
LOC105329643	uncharacterized LOC105329643
LOC105348977	CCR4-NOT transcription complex subunit 9
LOC105348976	uncharacterized LOC105348976
LOC109617207	uncharacterized LOC109617207
LOC117681348	uncharacterized LOC117681348
LOC105338676	uncharacterized LOC105338676
LOC105338677	ras-related protein Rab-30
LOC105338678	pre-mRNA cleavage complex 2 protein Pcf11
LOC105338680	putative Ras-related protein Rab-33
LOC105338681	N-alpha-acetyltransferase 15, NatA auxiliary subunit
LOC105338685	malate synthase
LOC117681349	uncharacterized LOC117681349_ncRNA
LOC105338682	NTF2-related export protein 2
LOC105322592	putative deoxyribonuclease TATDN3
LOC105322591	putative deoxyribonuclease TATDN3
LOC105322589	uncharacterized LOC105322589
LOC105322590	uncharacterized LOC105322590
LOC117681350	uncharacterized LOC117681350_ncRNA
LOC105341868	uncharacterized LOC105341868
LOC105339857	uncharacterized LOC105339857
LOC117681351	uncharacterized LOC117681351
LOC105343597	uncharacterized LOC105343597
LOC105322610	uncharacterized LOC105322610
LOC117681352	uncharacterized LOC117681352
LOC105324561	uncharacterized LOC105324561
LOC105324560	uncharacterized LOC105324560
LOC105325274	uncharacterized LOC105325274
LOC105325275	trichohyalin
LOC105325277	phosphoglucomutase-2
LOC105325320	solute carrier family 49 member 4 homolog
LOC105325321	cytoplasmic FMR1-interacting protein
LOC105329434	D(2) dopamine receptor A
LOC105329452	cytoplasmic FMR1-interacting protein-like
LOC105329422	lysosome membrane protein 2-like
LOC117681354	nose resistant to fluoxetine protein 6-like
LOC105329415	nose resistant to fluoxetine protein 6
LOC117681355	nose resistant to fluoxetine protein 6-like
LOC105319217	nose resistant to fluoxetine protein 6
LOC117681356	uncharacterized LOC117681356
LOC105319216	uncharacterized LOC105319216
LOC105319215	uncharacterized LOC105319215
LOC105319211	long-chain fatty acid transport protein 4
LOC105319213	probable uridine nucleosidase 2
LOC105319212	uncharacterized LOC105319212
LOC105319214	uncharacterized protein DDB_G0283357
LOC105319209	spliceosome RNA helicase DDX39B
LOC117681358	uncharacterized LOC117681358_ncRNA
LOC105319208	spliceosome RNA helicase DDX39B
LOC105319207	UPF0184 protein
LOC105319206	zinc finger protein 135
LOC105319205	suppressor APC domain-containing protein 2
LOC105319204	uncharacterized LOC105319204
LOC105326162	uncharacterized LOC105326162
LOC109617502	uncharacterized LOC109617502_ncRNA
LOC117681359	uncharacterized LOC117681359
LOC117681235	uncharacterized LOC117681235
LOC105322282	uncharacterized LOC105322282_ncRNA
LOC117681360	uncharacterized LOC117681360_ncRNA
LOC117681361	uncharacterized LOC117681361_ncRNA
LOC105342471	replication protein A 14 kDa subunit
LOC105342470	urea-proton symporter DUR3
LOC105342472	ER membrane protein complex subunit 6
LOC105338993	kelch-like protein 5
LOC105338994	titin
LOC105323890	39S ribosomal protein L28, mitochondrial
LOC105338996	transcription activator MSS11
LOC117681362	uncharacterized LOC117681362_ncRNA
LOC105339017	paired mesoderm homeobox protein 2A
LOC105338997	zinc finger protein 554
LOC105338998	zinc finger CCHC domain-containing protein 10
LOC105338999	delta-like protein 1
LOC105339000	copper-transporting ATPase 1
LOC105329962	uncharacterized LOC105329962_ncRNA
LOC105339001	protein FRG1 homolog
LOC105339002	fucose-1-phosphate guanylyltransferase
LOC105339004	transmembrane protein 272
LOC105339007	calpain-D
LOC105339005	calpain-D
LOC117681363	uncharacterized LOC117681363
LOC105339008	TLR4 interactor with leucine rich repeats
LOC105339010	S-acyl fatty acid synthase thioesterase, medium chain-like
LOC105339009	uncharacterized LOC105339009
LOC105339014	replication factor C subunit 3
LOC105339013	uncharacterized LOC105339013
LOC109620088	uncharacterized LOC109620088_ncRNA
LOC105339011	putative protocadherin beta-18
LOC105339015	uncharacterized LOC105339015
LOC117681364	protocadherin-7-like
LOC117681365	toll-like receptor 13
LOC105321567	heat shock protein 75 kDa, mitochondrial
LOC105339016	chaoptin
LOC117681366	heat shock protein 75 kDa, mitochondrial-like
LOC105321566	V-type proton ATPase 16 kDa proteolipid subunit
LOC105348182	periodic tryptophan protein 2 homolog
LOC105321563	uncharacterized LOC105321563
LOC105321564	uncharacterized LOC105321564
LOC105321561	uncharacterized LOC105321561
LOC105321560	cyclic nucleotide-binding domain-containing protein 2
LOC105321559	uncharacterized LOC105321559
LOC117681367	uncharacterized LOC117681367_ncRNA
LOC105321558	START domain-containing protein 10
LOC105321555	H(+)/Cl(-) exchange transporter 3
LOC105321557	uncharacterized LOC105321557_ncRNA
LOC109619520	uncharacterized LOC109619520_ncRNA
LOC105334227	uncharacterized LOC105334227
LOC109619519	uncharacterized LOC109619519
LOC117681368	uncharacterized LOC117681368
LOC105323994	uncharacterized LOC105323994
LOC117681369	uncharacterized LOC117681369_ncRNA
LOC105335029	uncharacterized LOC105335029
LOC117681370	uncharacterized LOC117681370_ncRNA
LOC117681371	uncharacterized LOC117681371
LOC117681372	platelet endothelial aggregation receptor 1-like
LOC105340897	uncharacterized LOC105340897
LOC105334658	uncharacterized LOC105334658
LOC109619518	uncharacterized LOC109619518
LOC105340895	kelch domain-containing protein 1
LOC105340894	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C
LOC105340892	putative ankyrin repeat protein RF_0381
LOC105340891	neuropeptide S receptor
LOC105340890	caspase-8
LOC105340888	uncharacterized LOC105340888
LOC105340887	uncharacterized LOC105340887
LOC105340886	uncharacterized LOC105340886
LOC105340885	uncharacterized LOC105340885
LOC105340884	rRNA 2'-O-methyltransferase fibrillarin
LOC105340883	heart- and neural crest derivatives-expressed protein 2
LOC105340881	transmembrane protein 33
LOC105340880	dachshund homolog 1
LOC105340879	flocculation protein FLO11
LOC105340878	galectin-4
LOC117680443	galectin-4-like
LOC109617352	uncharacterized LOC109617352_ncRNA
LOC117681883	mucin-5AC-like
LOC105335002	galectin-4-like
LOC105340877	galectin-4
LOC105317450	uncharacterized LOC105317450
LOC117681272	uncharacterized LOC117681272
LOC117681273	uncharacterized LOC117681273
LOC117681236	uncharacterized protein K02A2.6-like
LOC105328712	uncharacterized LOC105328712
LOC109619692	uncharacterized LOC109619692_ncRNA
LOC105330924	uncharacterized LOC105330924
LOC117680352	uncharacterized LOC117680352
LOC105330912	tetraspanin-18
LOC105330913	tetraspanin-18-like
LOC105330910	uncharacterized LOC105330910
LOC105330911	tubulin polyglutamylase complex subunit 1
LOC105330909	putative ankyrin repeat protein RF_0381
LOC117681274	uncharacterized LOC117681274
LOC117681275	uncharacterized LOC117681275
LOC117681276	uncharacterized LOC117681276_ncRNA
LOC117681277	uncharacterized LOC117681277_ncRNA
LOC117681278	uncharacterized LOC117681278_ncRNA
LOC117681279	uncharacterized LOC117681279
LOC117681280	uncharacterized LOC117681280_ncRNA
LOC105338481	uncharacterized LOC105338481
LOC105333161	alpha-catulin
LOC105333160	uncharacterized LOC105333160
LOC105333204	uncharacterized LOC105333204
LOC105333158	uncharacterized LOC105333158
LOC105333163	tetraspanin-9
LOC105333164	uncharacterized LOC105333164
LOC105333165	uncharacterized LOC105333165
LOC105333166	D(2) dopamine receptor
LOC105333167	translation factor Guf1, mitochondrial
LOC105329240	CUB and sushi domain-containing protein 2
LOC105333168	exoskeleton protein RP43
LOC105333169	uncharacterized LOC105333169
LOC105333171	guanylate cyclase soluble subunit beta-1
LOC105333172	guanylate cyclase soluble subunit alpha-2
LOC117681281	protein dachsous-like
LOC105333173	protocadherin-16
LOC105333174	urea-proton symporter DUR3
LOC105341029	transmembrane protein 184C
LOC105341030	spartin
LOC105341032	cadherin-related tumor suppressor
Trnan-guu_27	NA
LOC105341033	collagen alpha-1(XIV) chain
LOC105332159	intracellular protein transport protein USO1
LOC105336376	ras-related protein Rab-9A
LOC105336378	nocturnin
LOC105336379	coiled-coil domain-containing protein 138
LOC105336406	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
LOC105336380	protocadherin gamma-A7
LOC105336381	protocadherin-11 X-linked
LOC105336382	outer dense fiber protein 2
LOC105336384	major facilitator superfamily domain-containing protein 6-A-like
LOC105336385	ER membrane protein complex subunit 7
LOC105343792	uncharacterized LOC105343792
LOC105343794	PI-PLC X domain-containing protein 2
LOC105343795	nucleoside diphosphate kinase A
LOC105343796	uncharacterized LOC105343796
LOC117681284	3-oxoacyl-[acyl-carrier-protein] reductase FabG-like
LOC117681283	sorting nexin-5-like
LOC105320975	nuclear pore complex protein Nup98-Nup96
LOC117681282	mitochondria-eating protein-like
LOC105320965	3-oxoacyl-[acyl-carrier-protein] reductase FabG
LOC105320966	sorting nexin-5
LOC105337474	nuclear pore complex protein Nup98-Nup96
LOC105320964	mitochondria-eating protein
LOC105320962	nuclear factor 7, ovary
LOC105320961	nicotinamidase
Trnaq-cug_15	NA
LOC105320960	ETS translocation variant 4
LOC117681285	uncharacterized LOC117681285_ncRNA
LOC105320974	uncharacterized LOC105320974
Trnag-ccc	NA
Trnag-ccc_1	NA
Trnag-ccc_2	NA
LOC105320959	ragulator complex protein LAMTOR1
LOC105324119	probable asparagine--tRNA ligase, mitochondrial
LOC109618956	anaphase-promoting complex subunit 13-like
LOC105329868	persulfide dioxygenase ETHE1, mitochondrial
LOC105329867	uncharacterized LOC105329867_ncRNA
LOC105320956	splicing factor U2AF 26 kDa subunit
LOC105320954	cyclic nucleotide-binding domain-containing protein 2
LOC105329864	putative methyltransferase NSUN7
LOC105320970	tripartite motif-containing protein 45
LOC105329862	protein Fe65 homolog
LOC105329863	acidic repeat-containing protein
LOC105329861	ubinuclein-1
LOC105329859	cholecystokinin receptor type A
LOC117681286	uncharacterized LOC117681286
LOC105329858	complex III assembly factor LYRM7
LOC105329857	circadian locomoter output cycles protein kaput
LOC105329856	serine/threonine-protein phosphatase with EF-hands 2
LOC105329855	putative oxidoreductase GLYR1
LOC105329854	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2
LOC105329853	AF4/FMR2 family member 4
LOC105329852	F-box/WD repeat-containing protein 7
LOC105329851	zinc finger CCCH domain-containing protein 13
LOC105329850	uncharacterized LOC105329850_ncRNA
LOC117681688	uncharacterized LOC117681688_ncRNA
LOC105339953	serine/threonine-protein kinase PRP4 homolog
LOC105329848	ubiquitin-conjugating enzyme E2-22 kDa
LOC105329847	ribose-phosphate pyrophosphokinase 1
LOC105329846	uncharacterized LOC105329846_ncRNA
LOC105329890	uncharacterized LOC105329890
LOC105329844	uncharacterized LOC105329844
LOC105335674	C-Jun-amino-terminal kinase-interacting protein 4
LOC105335675	adenylate cyclase type 9
LOC105335677	histone acetyltransferase p300
LOC117680620	histone acetyltransferase p300-like
LOC109621198	histone lysine acetyltransferase CREBBP-like
LOC117681774	histone acetyltransferase p300-like
LOC105335679	histone acetyltransferase p300
LOC105328278	CREB-binding protein
LOC105328279	uncharacterized LOC105328279
LOC105328280	T-complex protein 1 subunit alpha
LOC105328282	leucine-rich repeat-containing protein 51
LOC105328291	tigger transposable element-derived protein 6
LOC105328283	protein WWC2
LOC105328284	uncharacterized LOC105328284
LOC117681775	uncharacterized LOC117681775_ncRNA
LOC105328285	14 kDa phosphohistidine phosphatase
LOC109620342	uncharacterized LOC109620342
LOC117681777	hemicentin-2-like
LOC117681778	uncharacterized LOC117681778
LOC117681776	titin-like
LOC117681779	uncharacterized LOC117681779_ncRNA
LOC105339190	hemicentin-1
LOC117681237	neural cell adhesion molecule 2-like
LOC117681726	uncharacterized LOC117681726
LOC117681736	uncharacterized LOC117681736
LOC117681810	titin-like
LOC105331780	titin
LOC117681811	uncharacterized LOC117681811
LOC117681238	uncharacterized LOC117681238
LOC117681812	uncharacterized LOC117681812_ncRNA
LOC117681815	uncharacterized LOC117681815_ncRNA
LOC117681814	uncharacterized LOC117681814
LOC109621222	hemicentin-2-like
LOC117681239	uncharacterized LOC117681239
LOC117681813	uncharacterized LOC117681813
LOC105325654	B-cell receptor CD22
LOC117681816	uncharacterized LOC117681816_ncRNA
LOC117681240	B-cell receptor CD22-like
LOC117681511	uncharacterized LOC117681511
LOC117681256	uncharacterized LOC117681256
LOC117681258	uncharacterized LOC117681258_ncRNA
LOC105344239	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha
LOC105344253	hemicentin-1-like
LOC117681549	uncharacterized LOC117681549_ncRNA
LOC105344241	uncharacterized LOC105344241
LOC105344242	amyloid-beta A4 protein
LOC117680350	sialin-like
LOC105318467	uncharacterized LOC105318467
LOC109618787	uncharacterized LOC109618787
LOC117681908	uncharacterized LOC117681908
LOC117681907	uncharacterized LOC117681907
LOC117680984	neural cell adhesion molecule 1-like
LOC117680985	uncharacterized LOC117680985_ncRNA
LOC117681523	uncharacterized LOC117681523_ncRNA
LOC117681178	uncharacterized LOC117681178_ncRNA
LOC109619939	retrovirus-related Pol polyprotein from transposon opus
LOC117680989	uncharacterized LOC117680989_ncRNA
LOC105321961	uncharacterized LOC105321961
LOC117680993	uncharacterized LOC117680993_ncRNA
LOC117680992	uncharacterized LOC117680992_ncRNA
LOC117680990	uncharacterized LOC117680990
LOC117680991	uncharacterized LOC117680991_ncRNA
LOC105321962	uncharacterized LOC105321962_ncRNA
LOC117680995	putative nuclease HARBI1
LOC117680996	uncharacterized LOC117680996
LOC109617867	uncharacterized LOC109617867_ncRNA
LOC105321964	MIT domain-containing protein 1
LOC105321974	uncharacterized LOC105321974
LOC105321965	protein YIPF6
LOC105321966	coiled-coil domain-containing protein 134
LOC105321967	proton channel OtopLc
LOC105321969	temptin
LOC105321970	uncharacterized LOC105321970
LOC109617869	uncharacterized LOC109617869_ncRNA
LOC105321971	uncharacterized LOC105321971
LOC105321972	integrator complex subunit 5
LOC117680998	uncharacterized LOC117680998
LOC105329821	armadillo repeat-containing protein 8
LOC105329822	cell number regulator 3
LOC105329824	beclin-1
LOC105329825	uncharacterized LOC105329825_ncRNA
LOC105329826	angio-associated migratory cell protein
LOC105329829	kinesin-like protein KIF9
LOC105329830	voltage-dependent L-type calcium channel subunit beta-1
LOC105329831	dopamine beta-hydroxylase
LOC105339236	dual specificity mitogen-activated protein kinase kinase 7
LOC105339235	folylpolyglutamate synthase, mitochondrial
LOC105339232	protein SCAI
LOC105339234	deoxyhypusine synthase
LOC117681000	uncharacterized LOC117681000_ncRNA
LOC117681939	small nucleolar RNA U54_ncRNA
LOC105339231	calcium-activated chloride channel regulator 3A-1
LOC105321576	uncharacterized LOC105321576
LOC117681001	B-cell receptor CD22-like
LOC117681241	uncharacterized LOC117681241
LOC105324460	B-cell receptor CD22-like
LOC105345395	uncharacterized LOC105345395
LOC105345396	uncharacterized LOC105345396
LOC105323154	quinone oxidoreductase-like
LOC105323159	collagen alpha-2(IV) chain-like
LOC105335702	cell wall protein IFF6
LOC109619696	uncharacterized LOC109619696_ncRNA
LOC105335704	helicase domino-like
LOC117681004	uncharacterized LOC117681004
LOC105335703	alpha-protein kinase 1
LOC105335747	cannabinoid receptor type 1B
LOC105335705	receptor-type tyrosine-protein phosphatase delta
LOC105335709	deleted in malignant brain tumors 1 protein
LOC105335708	uncharacterized LOC105335708_ncRNA
LOC105335707	deleted in malignant brain tumors 1 protein
LOC105335710	neuronal calcium sensor 1
LOC105335711	uncharacterized LOC105335711
LOC105335712	uncharacterized LOC105335712
LOC117681015	uncharacterized LOC117681015_ncRNA
LOC105335713	actin, adductor muscle
LOC105335715	deoxyribonuclease-2-alpha
LOC105335719	uncharacterized LOC105335719
LOC117680400	deoxyribonuclease-2-alpha-like
LOC117681016	uncharacterized LOC117681016_ncRNA
LOC105335718	plancitoxin-1-like
LOC105335720	plancitoxin-1
LOC105335721	FK506-binding protein 15
LOC105335722	high affinity copper uptake protein 1
LOC105335724	ral guanine nucleotide dissociation stimulator-like 1
LOC105335725	pre-mRNA-splicing factor 38B
LOC105335728	serine beta-lactamase-like protein LACTB, mitochondrial
LOC105335727	uncharacterized LOC105335727
LOC105335729	xenotropic and polytropic retrovirus receptor 1
LOC105337935	CCR4-NOT transcription complex subunit 7
LOC105337934	vacuolar protein sorting-associated protein 37A
LOC105337933	AN1-type zinc finger protein 2A
LOC105337932	uncharacterized LOC105337932
LOC105337963	vesicular glutamate transporter 3-like
LOC109619966	uncharacterized LOC109619966
LOC105337962	uncharacterized LOC105337962
LOC105337961	uncharacterized LOC105337961
LOC105337960	uncharacterized LOC105337960
LOC117681012	uncharacterized LOC117681012
LOC117681014	putative nuclease HARBI1
LOC105324525	uncharacterized LOC105324525_ncRNA
LOC105337959	uncharacterized LOC105337959_ncRNA
LOC105337931	soluble scavenger receptor cysteine-rich domain-containing protein SSC5D
LOC105328720	dynamin-1
LOC105328697	haloacid dehalogenase-like hydrolase domain-containing protein 3
LOC105328698	centriolin
LOC105328700	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02
LOC109618810	uncharacterized LOC109618810_ncRNA
LOC105328701	ATP-binding cassette sub-family B member 6, mitochondrial
LOC105328721	chymotrypsin-like elastase family member 1
LOC109618811	uncharacterized LOC109618811
LOC117681017	uncharacterized LOC117681017_ncRNA
LOC105328702	uncharacterized LOC105328702
LOC105328704	E3 ubiquitin-protein ligase NRDP1
LOC105328705	uncharacterized LOC105328705
LOC105328706	parathyroid hormone 2 receptor-like
LOC105328724	potassium voltage-gated channel subfamily C member 3
LOC105328708	phospholipid scramblase 2
LOC105328709	DNA polymerase epsilon catalytic subunit A
LOC105328710	39S ribosomal protein L40, mitochondrial
LOC105328711	ubiquitin-fold modifier-conjugating enzyme 1
LOC105334545	glycerol kinase
LOC105334544	glycerol kinase
LOC105334543	uncharacterized LOC105334543
LOC105334546	protein c-ets-1-B
LOC109619561	uncharacterized LOC109619561_ncRNA
LOC105334547	palmitoyltransferase ZDHHC23
LOC117681018	serine/threonine-protein kinase fray2-like
LOC105334548	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase
LOC105334586	uncharacterized LOC105334586
LOC105334549	loricrin
LOC117681020	uncharacterized LOC117681020
LOC105334550	sulfite oxidase-like
LOC105334551	uncharacterized LOC105334551
LOC105323968	tetraspanin-1
LOC117681694	uncharacterized LOC117681694_ncRNA
LOC105322212	tetraspanin-1
LOC105320276	translation initiation factor IF-2-like
LOC117681695	uncharacterized LOC117681695_ncRNA
LOC105340751	glycine-rich protein 2-like
LOC105340752	uncharacterized LOC105340752
LOC105340753	kelch-like protein 20
LOC105340754	ankyrin repeat domain-containing protein 45
LOC105340755	FAD-dependent oxidoreductase domain-containing protein 1
LOC105340756	uncharacterized LOC105340756
LOC105340757	uncharacterized LOC105340757
LOC105332916	ATP synthase subunit C lysine N-methyltransferase
LOC117681696	60S ribosomal protein L28-like
LOC105332917	uncharacterized LOC105332917
LOC105332919	uncharacterized LOC105332919
LOC105332922	uncharacterized LOC105332922
LOC105332920	uncharacterized LOC105332920
Trnag-gcc_17	NA
LOC105335874	protocadherin Fat 1
LOC105335873	40S ribosomal protein S3
LOC105335927	cathepsin O
LOC105335872	transmembrane protein 232
LOC117681697	uncharacterized LOC117681697_ncRNA
LOC117681698	uncharacterized LOC117681698_ncRNA
LOC105346168	tumor necrosis factor receptor superfamily member 27-like
LOC105335155	tumor necrosis factor receptor superfamily member 27
LOC105335154	protein FAM47E
LOC105335153	sodium/glucose cotransporter 5
LOC105335160	sodium/myo-inositol cotransporter 2
LOC105335152	sodium/glucose cotransporter 5
LOC105335151	coiled-coil domain-containing protein 169
LOC105335150	rho guanine nucleotide exchange factor 17
LOC117681700	rho guanine nucleotide exchange factor 17-like
LOC117681701	uncharacterized LOC117681701_ncRNA
LOC105345897	gigasin-6-like
LOC105335157	serine/threonine-protein kinase Nek1
