GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0034134,0.00112,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034134,0.00112,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 2 signaling pathway,stress response,P
GO:0034134,0.00112,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034134,0.00112,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034134,0.00112,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034142,0.00606,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 4 signaling pathway,stress response,P
GO:0034142,0.00606,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034142,0.00606,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 4 signaling pathway,stress response,P
GO:0034142,0.00606,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034142,0.00606,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034142,0.00606,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 4 signaling pathway,stress response,P
GO:0034142,0.00606,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 4 signaling pathway,stress response,P
GO:0034142,0.00606,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034154,0.00021,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034154,0.00021,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 7 signaling pathway,stress response,P
GO:0034154,0.00021,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 7 signaling pathway,stress response,P
GO:0034154,0.00021,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034154,0.00021,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 7 signaling pathway,stress response,P
GO:0034154,0.00021,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034154,0.00021,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034154,0.00021,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 7 signaling pathway,stress response,P
GO:0034162,0.00019,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034162,0.00019,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 9 signaling pathway,stress response,P
GO:0034162,0.00019,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 9 signaling pathway,stress response,P
GO:0034162,0.00019,LOC105347308,0.00307097640922331,-0.966307666820046,myeloid differentiation primary response protein MyD88,105347308,NC_047559.1,40502969,40504901,toll-like receptor 9 signaling pathway,stress response,P
GO:0034162,0.00019,LOC105347308,0.00307097640922331,-0.966307666820046,myeloid differentiation primary response protein MyD88,105347308,NC_047559.1,40502969,40504901,toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034162,0.00019,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034162,0.00019,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034162,0.00019,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034162,0.00019,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763055,19771144,toll-like receptor 9 signaling pathway,stress response,P
GO:0034162,0.00019,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 9 signaling pathway,stress response,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396111,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49387245,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394101,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105343978,0.00364211618728522,-1.24392381687801,dopamine beta-hydroxylase isoform X2,105343978,NC_047564.1,8884796,8893770,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396113,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49393628,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49381811,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396142,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394676,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49379635,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396141,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49388153,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396112,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394678,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394644,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042127,0.00082,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49384911,regulation of cell proliferation,cell cycle and proliferation,P
GO:0042256,0.00139,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,105341865,NW_022994977.1,36098,51250,mature ribosome assembly,cell organization and biogenesis,P
GO:0042395,0.00035,LOC117687741,0.0238692893685993,1.31670710765954,serine-rich adhesin for platelets-like isoform X2,117687741,NC_047560.1,22738976,22761032,ecdysis, collagen and cuticulin-based cuticle,other biological processes,P
GO:0042395,0.00035,LOC117687741,0.0238692893685993,1.31670710765954,serine-rich adhesin for platelets-like isoform X2,117687741,NC_047560.1,22738976,22761031,ecdysis, collagen and cuticulin-based cuticle,other biological processes,P
GO:0042395,0.00035,LOC117687741,0.0238692893685993,1.31670710765954,serine-rich adhesin for platelets-like isoform X2,117687741,NC_047560.1,22740384,22761034,ecdysis, collagen and cuticulin-based cuticle,other biological processes,P
GO:0042711,0.00804,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547352,54551395,maternal behavior,other biological processes,P
GO:0042711,0.00804,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547357,54553986,maternal behavior,other biological processes,P
GO:0042711,0.00804,LOC105343978,0.00364211618728522,-1.24392381687801,dopamine beta-hydroxylase isoform X2,105343978,NC_047564.1,8884796,8893770,maternal behavior,other biological processes,P
GO:0042713,0.00070,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547357,54553986,sperm ejaculation,other biological processes,P
GO:0042713,0.00070,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547352,54551395,sperm ejaculation,other biological processes,P
GO:0042997,0.00436,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,negative regulation of Golgi to plasma membrane protein transport,transport,P
GO:0042997,0.00436,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,negative regulation of Golgi to plasma membrane protein transport,transport,P
GO:0042997,0.00436,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525811,27535855,negative regulation of Golgi to plasma membrane protein transport,transport,P
GO:0043084,0.00070,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547352,54551395,penile erection,other biological processes,P
GO:0043097,0.00170,LOC105332762,0.0438992071169571,-0.560583551895883,uridine-cytidine kinase 2 isoform X2,105332762,NC_047565.1,11957522,11962310,pyrimidine nucleoside salvage,other metabolic processes,P
GO:0043097,0.00170,LOC105332762,0.0438992071169571,-0.560583551895883,uridine-cytidine kinase 2 isoform X2,105332762,NC_047565.1,11950991,11962310,pyrimidine nucleoside salvage,other metabolic processes,P
GO:0043097,0.00170,LOC105332762,0.0438992071169571,-0.560583551895883,uridine-cytidine kinase 2 isoform X2,105332762,NC_047565.1,11957641,11962310,pyrimidine nucleoside salvage,other metabolic processes,P
GO:0043097,0.00170,LOC105332762,0.0438992071169571,-0.560583551895883,uridine-cytidine kinase 2 isoform X2,105332762,NC_047565.1,11950997,11962310,pyrimidine nucleoside salvage,other metabolic processes,P
GO:0043114,0.00075,LOC117688892,0.00728436349210894,-0.612247292285968,uncharacterized protein LOC117688892 isoform X1,117688892,NC_047561.1,40708297,40735368,regulation of vascular permeability,other biological processes,P
GO:0043117,0.00064,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,positive regulation of vascular permeability,other biological processes,P
GO:0043117,0.00064,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of vascular permeability,other biological processes,P
GO:0043154,0.00419,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,105341865,NW_022994977.1,36098,51250,negative regulation of caspase activity,death,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298356,57319025,myelin maintenance,cell organization and biogenesis,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298338,57319019,myelin maintenance,cell organization and biogenesis,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298286,57319025,myelin maintenance,cell organization and biogenesis,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298310,57319019,myelin maintenance,developmental processes,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298356,57319025,myelin maintenance,developmental processes,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298286,57319025,myelin maintenance,developmental processes,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298356,57319019,myelin maintenance,cell organization and biogenesis,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298338,57319019,myelin maintenance,developmental processes,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298310,57319019,myelin maintenance,cell organization and biogenesis,P
GO:0043217,0.00070,LOC105344453,0.0126616446720506,-0.424933866141119,band 4.1-like protein 1 isoform X1,105344453,NC_047561.1,57298356,57319019,myelin maintenance,developmental processes,P
GO:0045070,0.00201,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50067896,50094239,positive regulation of viral genome replication,other biological processes,P
GO:0045070,0.00201,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50068599,50086825,positive regulation of viral genome replication,other biological processes,P
GO:0045070,0.00201,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,105341865,NW_022994977.1,36098,51250,positive regulation of viral genome replication,other biological processes,P
GO:0045070,0.00201,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50068599,50087899,positive regulation of viral genome replication,other biological processes,P
GO:0045444,0.00296,LOC105345813,9.33829454893996e-05,-1.46739150256866,CCAAT/enhancer-binding protein gamma,105345813,NW_022994989.1,123363,125069,fat cell differentiation,other biological processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44079460,44113874,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44095845,44113874,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072382,44113874,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072381,44110584,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072378,44113874,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072379,44113874,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072382,44110584,regulation of hemocyte differentiation,developmental processes,P
GO:0045610,0.00093,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44099778,44113874,regulation of hemocyte differentiation,developmental processes,P
GO:0045779,0.00436,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525811,27535855,negative regulation of bone resorption,other biological processes,P
GO:0045779,0.00436,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,negative regulation of bone resorption,other biological processes,P
GO:0045779,0.00436,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,negative regulation of bone resorption,other biological processes,P
GO:0045907,0.00194,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547357,54553986,positive regulation of vasoconstriction,other biological processes,P
GO:0045907,0.00194,LOC105320994,0.0127329872969548,-0.68688649365329,mesotocin receptor isoform X1,105320994,NC_047565.1,54547352,54551395,positive regulation of vasoconstriction,other biological processes,P
GO:0045907,0.00194,LOC105343978,0.00364211618728522,-1.24392381687801,dopamine beta-hydroxylase isoform X2,105343978,NC_047564.1,8884796,8893770,positive regulation of vasoconstriction,other biological processes,P
GO:0046135,0.00606,LOC105345957,0.0390827129471823,0.682134695136694,5(3)-deoxyribonucleotidase; cytosolic type isoform X1,105345957,NC_047568.1,49934663,49939814,pyrimidine nucleoside catabolic process,other metabolic processes,P
GO:0046135,0.00606,LOC105345957,0.0390827129471823,0.682134695136694,5(3)-deoxyribonucleotidase; cytosolic type isoform X1,105345957,NC_047568.1,49934663,49939335,pyrimidine nucleoside catabolic process,other metabolic processes,P
GO:0046549,0.00342,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,105331184,NC_047559.1,33376653,33382124,retinal cone cell development,developmental processes,P
GO:0048147,0.00013,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664242,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC105334943,0.000731164519884976,-0.790010304498482,complement C1q-like protein 4,105334943,NC_047565.1,2389138,2390731,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC117681168,0.00266257677073264,-1.03456977376766,complement C1q-like protein 3 isoform X2,117681168,NC_047565.1,1074533,1076643,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC105320320,0.0485446996352012,-0.16561590245567,complement C1q-like protein 4 isoform X2,105320320,NC_047565.1,1060274,1066485,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC117681168,0.00266257677073264,-1.03456977376766,complement C1q-like protein 3 isoform X2,117681168,NC_047565.1,1032408,1076643,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC105336630,0.0365814471614406,-1.2415623279019,complement C1q-like protein 4 isoform X1,105336630,NC_047565.1,946333,948082,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC105336630,0.0365814471614406,-1.2415623279019,complement C1q-like protein 4 isoform X1,105336630,NC_047565.1,946330,948082,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC105320320,0.0485446996352012,-0.16561590245567,complement C1q-like protein 4 isoform X2,105320320,NC_047565.1,1060274,1061448,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048147,0.00013,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664626,negative regulation of fibroblast proliferation,cell cycle and proliferation,P
GO:0048793,0.00022,LOC105339468,0.0149226424608973,-0.526087405401543,intraflagellar transport protein 46 homolog isoform X6,105339468,NC_047565.1,23489213,23497103,pronephros development,developmental processes,P
GO:0048793,0.00022,LOC105339468,0.0149226424608973,-0.526087405401543,intraflagellar transport protein 46 homolog isoform X6,105339468,NC_047565.1,23489213,23497104,pronephros development,developmental processes,P
GO:0050729,0.00070,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,positive regulation of inflammatory response,stress response,P
GO:0050729,0.00070,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of inflammatory response,stress response,P
GO:0050729,0.00070,LOC105317370,0.0285012369595861,0.737487640319923,prostaglandin E2 receptor EP4 subtype,105317370,NC_047568.1,35947246,35949776,positive regulation of inflammatory response,stress response,P
GO:0050765,0.00262,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525811,27535855,negative regulation of phagocytosis,cell organization and biogenesis,P
GO:0050765,0.00262,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,negative regulation of phagocytosis,cell organization and biogenesis,P
GO:0050765,0.00262,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525811,27535855,negative regulation of phagocytosis,transport,P
GO:0050765,0.00262,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,negative regulation of phagocytosis,transport,P
GO:0050765,0.00262,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,negative regulation of phagocytosis,transport,P
GO:0050765,0.00262,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,negative regulation of phagocytosis,cell organization and biogenesis,P
GO:0050775,0.00434,LOC105330148,0.0311940315097117,-0.300998751283485,protein SSXT isoform X3,105330148,NC_047564.1,40967524,40979590,positive regulation of dendrite morphogenesis,cell organization and biogenesis,P
GO:0050775,0.00434,LOC105330148,0.0311940315097117,-0.300998751283485,protein SSXT isoform X3,105330148,NC_047564.1,40967524,40979590,positive regulation of dendrite morphogenesis,developmental processes,P
GO:0050775,0.00434,LOC105339149,0.0265564380141319,0.609143435471825,vesicle-associated membrane protein 7-like,105339149,NC_047565.1,55678553,55682630,positive regulation of dendrite morphogenesis,cell organization and biogenesis,P
GO:0050775,0.00434,LOC105330148,0.0311940315097117,-0.300998751283485,protein SSXT isoform X3,105330148,NC_047564.1,40966765,40979591,positive regulation of dendrite morphogenesis,cell organization and biogenesis,P
GO:0050775,0.00434,LOC105339149,0.0265564380141319,0.609143435471825,vesicle-associated membrane protein 7-like,105339149,NC_047565.1,55678553,55682630,positive regulation of dendrite morphogenesis,developmental processes,P
GO:0050775,0.00434,LOC105339149,0.0265564380141319,0.609143435471825,vesicle-associated membrane protein 7-like,105339149,NC_047565.1,55678553,55682879,positive regulation of dendrite morphogenesis,cell organization and biogenesis,P
GO:0050775,0.00434,LOC105330148,0.0311940315097117,-0.300998751283485,protein SSXT isoform X3,105330148,NC_047564.1,40966765,40979591,positive regulation of dendrite morphogenesis,developmental processes,P
GO:0050775,0.00434,LOC105330148,0.0311940315097117,-0.300998751283485,protein SSXT isoform X3,105330148,NC_047564.1,40967524,40979591,positive regulation of dendrite morphogenesis,developmental processes,P
GO:0050775,0.00434,LOC105321796,1.58639231758969e-05,-2.90584655270624,uncharacterized protein LOC105321796,105321796,NC_047566.1,29788656,29789630,positive regulation of dendrite morphogenesis,developmental processes,P
GO:0050775,0.00434,LOC105330148,0.0311940315097117,-0.300998751283485,protein SSXT isoform X3,105330148,NC_047564.1,40967524,40979591,positive regulation of dendrite morphogenesis,cell organization and biogenesis,P
GO:0050775,0.00434,LOC105339149,0.0265564380141319,0.609143435471825,vesicle-associated membrane protein 7-like,105339149,NC_047565.1,55678553,55682879,positive regulation of dendrite morphogenesis,developmental processes,P
GO:0050775,0.00434,LOC105321796,1.58639231758969e-05,-2.90584655270624,uncharacterized protein LOC105321796,105321796,NC_047566.1,29788656,29789630,positive regulation of dendrite morphogenesis,cell organization and biogenesis,P
GO:0051646,0.00125,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,105333342,NC_047561.1,29572411,29603670,mitochondrion localization,other biological processes,P
GO:0051646,0.00125,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,105333342,NC_047561.1,29572411,29603650,mitochondrion localization,other biological processes,P
GO:0051771,0.00207,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664242,negative regulation of nitric-oxide synthase biosynthetic process,other metabolic processes,P
GO:0051771,0.00207,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664626,negative regulation of nitric-oxide synthase biosynthetic process,other metabolic processes,P
GO:0060261,0.00053,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26610219,26684956,positive regulation of transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0060261,0.00053,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26610219,26621087,positive regulation of transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0060261,0.00053,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26610219,26684956,positive regulation of transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0060261,0.00053,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26610219,26621087,positive regulation of transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
